	id	doi	title	year	journal	publisher	resulting_publication_doi	pmid	pmcid	type	date	date_online	date_print	open_access_categories_v2	categories	field_citation_ratio	times_cited	relative_citation_ratio	altmetrics_score	altmetrics_id
265	pub.1134814798	10.1515/ger-2020-0068	The benefits of remoteness – digital mobility data, regional road infrastructure, and COVID-19 infections	2021	German Economic Review	De Gruyter				article	2021-01-21	2021-01-21		['oa_all' 'green']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['14'], dtype=object), 'full': array([{'id': '2214', 'code': '14', 'name': 'Economics'}], dtype=object)}, 'second_level': {'codes': array([], dtype=object), 'full': array([], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Infectious Diseases'], dtype=object), 'full': array([{'id': '533', 'value': 'Infectious Diseases'}], dtype=object)}, 'sdg_v1': {'codes': array(['3', '9'], dtype=object), 'full': array([{'id': '40003', 'code': '3', 'name': 'Good Health and Well Being'},
       {'id': '40009', 'code': '9', 'name': 'Industry, Innovation and Infrastructure'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['C14'], dtype=object), 'full': array([{'id': '30014', 'code': 'C14', 'name': 'Geography and Environmental Studies'}],
      dtype=object)}}"		2			
266	pub.1134763422	10.1016/j.pulmoe.2020.12.011	Anatomic lung recruitment in the early phase of severe COVID-19-pneumonia	2021	Pulmonology	Elsevier		33551267	7825885	article	2021-01-21	2021-01-21	2021-07	['oa_all' 'gold']	{'bra_v1': None, 'for_v1': None, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}		0			
267	pub.1134763789	10.1016/s0140-6736(21)00095-7	Neuropathology associated with SARS-CoV-2 infection	2021	The Lancet	Elsevier		33485444	7825940	article	2021-01-21	2021-01-21	2021-01	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array([], dtype=object), 'full': array([], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		2		12.0	98620295
268	pub.1134768505	10.1111/bjir.12586	Workers' Inquiry and Global Class Struggle. Strategies, Tactics, Objectives, edited by Robert Ovetz 288 pages. ISBN: 9780745340869, price £12.49	2021	British Journal of Industrial Relations	Wiley				article	2021-01-21	2021-01-21	2021-03	['closed']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['14', '15', '16'], dtype=object), 'full': array([{'id': '2214', 'code': '14', 'name': 'Economics'},
       {'id': '2215', 'code': '15', 'name': 'Commerce, Management, Tourism and Services'},
       {'id': '2216', 'code': '16', 'name': 'Studies in Human Society'}],
      dtype=object)}, 'second_level': {'codes': array(['1402', '1503', '1608'], dtype=object), 'full': array([{'id': '3292', 'code': '1402', 'name': 'Applied Economics'},
       {'id': '3342', 'code': '1503', 'name': 'Business and Management'},
       {'id': '3448', 'code': '1608', 'name': 'Sociology'}], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		0			
269	pub.1134850501	10.1007/s00104-020-01345-x	Personalmanagement und Leadership in der Chirurgie	2021	Der Chirurg	Springer Nature		33495881	7832412	article	2021-01-25	2021-01-25	2021-03	['oa_all' 'bronze']	"{'bra_v1': {'values': array(['Health Services Research'], dtype=object), 'full': array([{'id': '4002', 'value': 'Health Services Research'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1117'], dtype=object), 'full': array([{'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Health services & systems'], dtype=object), 'full': array([{'id': '3902', 'value': 'Health services & systems'}], dtype=object)}, 'hrcs_hc_v1': None, 'hrcs_rac_v1': {'codes': array(['7.3'], dtype=object), 'full': array([{'id': '10703', 'code': '7.3', 'name': 'Management and decision making'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Clinical Research'], dtype=object), 'full': array([{'id': '507', 'value': 'Clinical Research'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['C17'], dtype=object), 'full': array([{'id': '30017', 'code': 'C17', 'name': 'Business and Management Studies'}],
      dtype=object)}}"		0			
270	pub.1134912877	10.1007/s00106-021-01001-8	Auswirkungen der SARS-CoV‑2-Pandemie auf die universitäre Hals-Nasen-Ohren-Heilkunde im Bereich der Forschung, Lehre und Weiterbildung	2021	HNO	Springer Nature		33502578	7839289	article	2021-01-27	2021-01-27	2021-01-27	['oa_all' 'hybrid']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': {'codes': array(['C23'], dtype=object), 'full': array([{'id': '30023', 'code': 'C23', 'name': 'Education'}], dtype=object)}}"		1			
271	pub.1133349434	10.1109/tvcg.2020.3030437	In Search of Patient Zero: Visual Analytics of Pathogen Transmission Pathways in Hospitals	2021	IEEE Transactions on Visualization and Computer Graphics	Institute of Electrical and Electronics Engineers (IEEE)		33290223		article	2021-01-28	2021-01-28	2021-02	['oa_all' 'green']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['08'], dtype=object), 'full': array([{'id': '2208', 'code': '08', 'name': 'Information and Computing Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['0801', '0802'], dtype=object), 'full': array([{'id': '2746', 'code': '0801', 'name': 'Artificial Intelligence and Image Processing'},
       {'id': '2759', 'code': '0802', 'name': 'Computation Theory and Mathematics'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Infectious Diseases'], dtype=object), 'full': array([{'id': '533', 'value': 'Infectious Diseases'}], dtype=object)}, 'sdg_v1': {'codes': array(['3'], dtype=object), 'full': array([{'id': '40003', 'code': '3', 'name': 'Good Health and Well Being'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['B11'], dtype=object), 'full': array([{'id': '30011', 'code': 'B11', 'name': 'Computer Science and Informatics'}],
      dtype=object)}}"		1		5.0	97293741
272	pub.1135837222	10.3205/zma001397	Restructuring the clinical curriculum at University Medical Center Göttingen: effects of distance teaching on students' satisfaction and learning outcome.	2021	GMS Journal for Medical Education			33659606	7899111	article	2021-01-28	2021-01-28		['closed']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['13'], dtype=object), 'full': array([{'id': '2213', 'code': '13', 'name': 'Education'}], dtype=object)}, 'second_level': {'codes': array(['1302', '1303'], dtype=object), 'full': array([{'id': '3253', 'code': '1302', 'name': 'Curriculum and Pedagogy'},
       {'id': '3268', 'code': '1303', 'name': 'Specialist Studies In Education'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': {'codes': array(['C23'], dtype=object), 'full': array([{'id': '30023', 'code': 'C23', 'name': 'Education'}], dtype=object)}}"		0			
273	pub.1134912700	10.1007/s40629-020-00158-y	Guideline (S2k) on acute therapy and management of anaphylaxis: 2021 update	2021	Allergo Journal International	Springer Nature		33527068	7841027	article	2021-01-28	2021-01-28	2021-02	['oa_all' 'hybrid']	{'bra_v1': None, 'for_v1': None, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}		13		3.0	99352588
274	pub.1135323816	10.1016/j.bpj.2020.11.1242	A GPU-Accelerated Fast Multipole Method for Gromacs. Performance and Accuracy	2021	Biophysical Journal	Elsevier				article	2021-02		2021-02	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['02', '03', '06'], dtype=object), 'full': array([{'id': '2202', 'code': '02', 'name': 'Physical Sciences'},
       {'id': '2203', 'code': '03', 'name': 'Chemical Sciences'},
       {'id': '2206', 'code': '06', 'name': 'Biological Sciences'}],
      dtype=object)}, 'second_level': {'codes': array([], dtype=object), 'full': array([], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		0			
275	pub.1132502583	10.1016/j.jpubeco.2020.104322	Economic preferences and compliance in the social stress test of the COVID-19 crisis	2021	Journal of Public Economics	Elsevier				article	2021-02		2021-02	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['14'], dtype=object), 'full': array([{'id': '2214', 'code': '14', 'name': 'Economics'}], dtype=object)}, 'second_level': {'codes': array(['1402'], dtype=object), 'full': array([{'id': '3292', 'code': '1402', 'name': 'Applied Economics'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Population & Society'], dtype=object), 'full': array([{'id': '3903', 'value': 'Population & Society'}], dtype=object)}, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Mental Health', 'Basic Behavioral and Social Science',
       'Behavioral and Social Science', 'Clinical Research',
       'Immunization', 'Prevention', 'Vaccine Related'], dtype=object), 'full': array([{'id': '380', 'value': 'Mental Health'},
       {'id': '497', 'value': 'Basic Behavioral and Social Science'},
       {'id': '498', 'value': 'Behavioral and Social Science'},
       {'id': '507', 'value': 'Clinical Research'},
       {'id': '531', 'value': 'Immunization'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['C19'], dtype=object), 'full': array([{'id': '30019', 'code': 'C19', 'name': 'Politics and International Studies'}],
      dtype=object)}}"		6		27.0	96168388
276	pub.1135031368	10.1007/s00134-021-06353-x	Complexity and unanswered questions in the pathophysiology of COVID-19 ARDS	2021	Intensive Care Medicine	Springer Nature		33527153	7849962	article	2021-02-01	2021-02-01	2021-04	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103', '1117'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'},
       {'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		1		22.0	99238901
277	pub.1135031387	10.1186/s42466-021-00107-2	Rationale and design of an interventional study of cross-sectoral, coordinated treatment of stroke patients with patient-orientated outcome measurement (StroCare)	2021	Neurological Research and Practice	Springer Nature		33526148	7850714	article	2021-02-02	2021-02-02	2021-12	['oa_all' 'gold']	"{'bra_v1': {'values': array(['Health Services Research'], dtype=object), 'full': array([{'id': '4002', 'value': 'Health Services Research'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1117'], dtype=object), 'full': array([{'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Health services & systems'], dtype=object), 'full': array([{'id': '3902', 'value': 'Health services & systems'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Stroke'], dtype=object), 'full': array([{'id': '909', 'value': 'Stroke'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['7.1', '8.1'], dtype=object), 'full': array([{'id': '10701', 'code': '7.1', 'name': 'Individual care needs'},
       {'id': '10801', 'code': '8.1', 'name': 'Organisation and delivery of services'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Health Services', 'Stroke', 'Brain Disorders',
       'Clinical Research', 'Clinical Trials and Supportive Activities'],
      dtype=object), 'full': array([{'id': '443', 'value': 'Health Services'},
       {'id': '485', 'value': 'Stroke'},
       {'id': '501', 'value': 'Brain Disorders'},
       {'id': '507', 'value': 'Clinical Research'},
       {'id': '508', 'value': 'Clinical Trials and Supportive Activities'}],
      dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A03'], dtype=object), 'full': array([{'id': '30003', 'code': 'A03', 'name': 'Allied Health Professions, Dentistry, Nursing and Pharmacy'}],
      dtype=object)}}"		1		1.0	99269891
278	pub.1135063169	10.1016/j.xpro.2021.100356	Ex vivo assay to evaluate the efficacy of drugs targeting sphingolipids in preventing SARS-CoV-2 infection of nasal epithelial cells	2021	STAR Protocols	Elsevier		33558862	7857112	article	2021-02-03	2021-02-03	2021-03	['oa_all' 'gold']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['06'], dtype=object), 'full': array([{'id': '2206', 'code': '06', 'name': 'Biological Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['0601'], dtype=object), 'full': array([{'id': '2581', 'code': '0601', 'name': 'Biochemistry and Cell Biology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['5.1'], dtype=object), 'full': array([{'id': '10501', 'code': '5.1', 'name': 'Pharmaceuticals'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Lung', 'Pneumonia', 'Biodefense', 'Emerging Infectious Diseases',
       'Infectious Diseases', 'Prevention', 'Vaccine Related'],
      dtype=object), 'full': array([{'id': '410', 'value': 'Lung'},
       {'id': '426', 'value': 'Pneumonia'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		2		2.0	101326980
279	pub.1135123398	10.1101/2021.02.03.429540	Variation in predicted COVID-19 risk among lemurs and lorises	2021	bioRxiv	Cold Spring Harbor Laboratory		33564767		preprint	2021-02-03	2021-02-03		['oa_all' 'green']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['05'], dtype=object), 'full': array([{'id': '2205', 'code': '05', 'name': 'Environmental Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['0502'], dtype=object), 'full': array([{'id': '2558', 'code': '0502', 'name': 'Environmental Science and Management'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Biodefense', 'Emerging Infectious Diseases',
       'Infectious Diseases', 'Prevention', 'Vaccine Related'],
      dtype=object), 'full': array([{'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A05'], dtype=object), 'full': array([{'id': '30005', 'code': 'A05', 'name': 'Biological Sciences'}],
      dtype=object)}}"		0		35.0	99367427
280	pub.1135105436	10.1038/s41592-020-01054-7	Multi-particle cryo-EM refinement with M visualizes ribosome-antibiotic complex at 3.5 Å in cells	2021	Nature Methods			33542511		article	2021-02-04	2021-02-04	2021-02	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['06', '10', '11'], dtype=object), 'full': array([{'id': '2206', 'code': '06', 'name': 'Biological Sciences'},
       {'id': '2210', 'code': '10', 'name': 'Technology'},
       {'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array([], dtype=object), 'full': array([], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': {'values': array(['Generic health relevance'], dtype=object), 'full': array([{'id': '890', 'value': 'Generic health relevance'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['1.1'], dtype=object), 'full': array([{'id': '10101', 'code': '1.1', 'name': 'Normal biological development and functioning'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Bioengineering'], dtype=object), 'full': array([{'id': '337', 'value': 'Bioengineering'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A05'], dtype=object), 'full': array([{'id': '30005', 'code': 'A05', 'name': 'Biological Sciences'}],
      dtype=object)}}"		15		137.0	99412191
281	pub.1135108392	10.1038/s41598-021-82479-8	A recombinase polymerase amplification assay for rapid detection of rabies virus	2021	Scientific Reports	Springer Nature		33542337	7862592	article	2021-02-04	2021-02-04	2021-12	['oa_all' 'gold']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1108'], dtype=object), 'full': array([{'id': '3114', 'code': '1108', 'name': 'Medical Microbiology'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Biotechnology', 'Biodefense', 'Emerging Infectious Diseases',
       'Genetics', 'Infectious Diseases', 'Prevention', 'Vaccine Related'],
      dtype=object), 'full': array([{'id': '338', 'value': 'Biotechnology'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '526', 'value': 'Genetics'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': {'codes': array(['3'], dtype=object), 'full': array([{'id': '40003', 'code': '3', 'name': 'Good Health and Well Being'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['A06'], dtype=object), 'full': array([{'id': '30006', 'code': 'A06', 'name': 'Agriculture, Veterinary and Food Science'}],
      dtype=object)}}"		0			
282	pub.1135271578	10.1093/af/vfaa046	"COVID-19: a ""black swan"" and what animal breeding can learn from it."	2021	Animal Frontiers			33575104	7863348	article	2021-02-05	2021-02-05		['oa_all' 'hybrid']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['07'], dtype=object), 'full': array([{'id': '2207', 'code': '07', 'name': 'Agricultural and Veterinary Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['0702'], dtype=object), 'full': array([{'id': '2681', 'code': '0702', 'name': 'Animal Production'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		1			
283	pub.1135172186	10.1126/sciadv.abe0997	Falling living standards during the COVID-19 crisis: Quantitative evidence from nine developing countries	2021	Science Advances	American Association for the Advancement of Science (AAAS)		33547077	7864564	article	2021-02-05	2021-02-05	2021-02	['oa_all' 'gold']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['14'], dtype=object), 'full': array([{'id': '2214', 'code': '14', 'name': 'Economics'}], dtype=object)}, 'second_level': {'codes': array(['1402'], dtype=object), 'full': array([{'id': '3292', 'code': '1402', 'name': 'Applied Economics'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Population & Society'], dtype=object), 'full': array([{'id': '3903', 'value': 'Population & Society'}], dtype=object)}, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Basic Behavioral and Social Science',
       'Behavioral and Social Science'], dtype=object), 'full': array([{'id': '497', 'value': 'Basic Behavioral and Social Science'},
       {'id': '498', 'value': 'Behavioral and Social Science'}],
      dtype=object)}, 'sdg_v1': {'codes': array(['2'], dtype=object), 'full': array([{'id': '40002', 'code': '2', 'name': 'Zero Hunger'}], dtype=object)}, 'uoa_v1': {'codes': array(['C22'], dtype=object), 'full': array([{'id': '30022', 'code': 'C22', 'name': 'Anthropology and Development Studies'}],
      dtype=object)}}"		22		947.0	99497384
284	pub.1135271456	10.1007/s40263-020-00788-4	Rotigotine Transdermal Patch for Motor and Non-motor Parkinson’s Disease: A Review of 12 Years’ Clinical Experience	2021	CNS Drugs	Springer Nature		33559846	7871129	article	2021-02-09	2021-02-09	2021-02	['oa_all' 'hybrid']	"{'bra_v1': {'values': array(['Clinical Medicine and Science'], dtype=object), 'full': array([{'id': '4001', 'value': 'Clinical Medicine and Science'}],
      dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1109'], dtype=object), 'full': array([{'id': '3120', 'code': '1109', 'name': 'Neurosciences'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Clinical'], dtype=object), 'full': array([{'id': '3901', 'value': 'Clinical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Neurological'], dtype=object), 'full': array([{'id': '897', 'value': 'Neurological'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['6.1'], dtype=object), 'full': array([{'id': '10601', 'code': '6.1', 'name': 'Pharmaceuticals'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Aging', 'Neurosciences', ""Parkinson's Disease"", 'Brain Disorders',
       'Clinical Research', 'Neurodegenerative'], dtype=object), 'full': array([{'id': '295', 'value': 'Aging'},
       {'id': '387', 'value': 'Neurosciences'},
       {'id': '398', 'value': ""Parkinson's Disease""},
       {'id': '501', 'value': 'Brain Disorders'},
       {'id': '507', 'value': 'Clinical Research'},
       {'id': '542', 'value': 'Neurodegenerative'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A04'], dtype=object), 'full': array([{'id': '30004', 'code': 'A04', 'name': 'Psychology, Psychiatry and Neuroscience'}],
      dtype=object)}}"		0		1.0	100071078
285	pub.1135276816	10.1038/s41591-021-01253-5	Author Correction: Implications of TP53 allelic state for genome stability, clinical presentation and outcomes in myelodysplastic syndromes	2021	Nature Medicine	Springer Nature		33564192		article	2021-02-09	2021-02-09	2021-03	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array([], dtype=object), 'full': array([], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		0			
286	pub.1135568552	10.1101/2021.02.08.21251316	Associations of DMT therapies with COVID-19 severity in multiple sclerosis	2021	medRxiv	Cold Spring Harbor Laboratory				preprint	2021-02-10	2021-02-10		['oa_all' 'green']	"{'bra_v1': {'values': array(['Clinical Medicine and Science'], dtype=object), 'full': array([{'id': '4001', 'value': 'Clinical Medicine and Science'}],
      dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1117'], dtype=object), 'full': array([{'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Clinical'], dtype=object), 'full': array([{'id': '3901', 'value': 'Clinical'}], dtype=object)}, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Neurosciences', 'Multiple Sclerosis', 'Autoimmune Disease',
       'Brain Disorders', 'Clinical Research', 'Neurodegenerative'],
      dtype=object), 'full': array([{'id': '387', 'value': 'Neurosciences'},
       {'id': '460', 'value': 'Multiple Sclerosis'},
       {'id': '496', 'value': 'Autoimmune Disease'},
       {'id': '501', 'value': 'Brain Disorders'},
       {'id': '507', 'value': 'Clinical Research'},
       {'id': '542', 'value': 'Neurodegenerative'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A02'], dtype=object), 'full': array([{'id': '30002', 'code': 'A02', 'name': 'Public Health, Health Services and Primary Care'}],
      dtype=object)}}"		7		20.0	99897911
